Frame;leftX;leftY;Area
769;379;323;125
770;379;321;0
771;379;321;122
772;380;321;125
773;380;321;121
774;382;322;0
775;383;321;136
776;383;321;142
777;385;320;138
778;385;320;128
779;385;320;129
780;385;320;0
781;385;320;130
782;385;320;0
783;385;320;0
784;385;320;0
785;385;320;0
786;385;320;94
787;385;320;151
788;385;320;153
789;383;321;155
790;383;321;152
791;383;321;157
792;383;321;155
793;383;321;151
794;383;304;188
795;383;304;185
796;383;321;146
797;383;321;148
798;383;321;146
799;383;321;133
800;383;321;0
801;383;321;0
802;383;321;0
803;383;321;0
804;383;321;0
805;385;319;0
806;387;319;130
807;387;319;128
808;387;319;126
809;387;319;123
810;388;317;122
811;387;318;127
812;388;317;126
813;388;317;128
814;388;317;128
815;388;317;129
816;388;317;0
817;388;317;0
818;388;317;0
819;388;317;0
820;390;320;135
821;393;321;135
822;394;321;140
823;394;320;142
824;394;320;146
825;394;320;148
826;394;320;149
827;394;320;148
828;394;320;148
829;394;320;148
830;394;320;143
831;390;322;148
832;390;322;146
833;390;322;146
834;390;322;147
835;390;322;148
836;390;322;145
837;390;322;145
838;390;322;145
839;390;322;149
840;390;322;146
841;408;324;159
842;368;327;156
843;390;326;190
844;369;328;191
845;392;324;190
846;394;323;0
847;394;322;86
848;396;333;192
849;394;321;95
850;393;319;162
851;390;319;168
852;389;319;170
853;389;321;171
854;391;336;209
855;387;312;188
856;385;315;179
857;383;326;130
858;382;326;132
859;382;317;181
860;382;328;122
861;381;317;179
862;381;317;176
863;382;317;182
864;381;318;178
865;383;318;183
866;382;331;125
867;383;320;222
868;382;322;219
869;383;324;222
870;382;327;185
871;382;326;224
872;361;328;193
873;383;329;191
874;361;330;194
875;360;325;197
876;379;334;202
877;378;332;233
878;378;332;223
879;376;337;199
880;375;336;194
881;352;336;198
882;374;338;198
883;374;334;197
884;351;334;196
885;375;338;195
886;354;335;198
887;355;336;190
888;355;335;189
889;355;335;0
890;355;335;0
891;355;335;0
892;355;335;73
893;390;342;156
894;374;348;188
895;372;349;205
896;368;330;212
897;364;331;212
898;363;359;209
899;357;333;244
