Frame;leftX;leftY;rightX;rightY
320;404;366;580;358
321;404;367;582;359
322;406;367;579;359
323;405;367;579;359
324;405;367;579;359
325;405;366;580;359
326;406;366;580;359
327;415;363;584;352
328;410;360;600;329
329;458;357;610;369
330;487;356;617;374
331;504;355;641;358
332;521;353;659;324
333;534;352;676;353
334;552;352;681;321
335;545;352;686;318
336;547;352;688;296
337;548;353;689;296
338;240;297;547;353
339;267;299;547;354
340;262;298;543;354
341;513;354;680;297
342;514;353;677;299
343;493;360;665;297
344;486;359;657;342
345;475;362;646;344
346;464;367;644;343
347;455;370;627;345
348;449;364;627;349
349;442;364;615;350
350;425;368;605;352
351;420;365;600;352
352;413;368;596;355
353;421;369;594;355
354;413;369;598;355
355;419;369;597;355
356;418;369;595;355
357;419;369;592;354
358;415;369;593;354
359;418;369;594;354
360;427;368;598;354
361;419;369;597;353
362;420;369;597;353
363;419;369;596;354
364;424;369;595;354
365;417;368;594;353
366;415;368;594;353
367;417;368;590;353
368;416;369;591;353
369;416;369;592;353
370;417;367;590;352
371;416;368;592;352
372;417;368;592;353
373;417;367;592;353
374;417;367;592;352
375;416;368;591;353
376;415;367;590;353
377;414;367;589;353
378;412;367;588;353
379;414;367;588;353
380;423;367;595;352
381;426;365;604;349
382;434;361;614;345
383;488;360;633;376
384;502;359;638;370
385;510;359;646;369
386;502;361;648;336
387;507;360;651;337
388;508;354;655;336
389;496;360;653;336
390;497;356;650;336
391;473;361;644;337
392;459;360;632;337
393;446;368;624;345
394;436;369;609;347
395;440;366;613;345
396;433;365;602;347
397;431;365;600;345
398;424;368;595;354
399;421;366;596;354
400;422;367;595;354
401;415;366;594;354
402;420;365;594;351
403;402;364;575;347
404;395;361;577;349
405;392;364;569;349
406;386;363;567;353
407;380;363;561;354
408;371;364;549;356
409;368;364;545;358
410;367;363;531;358
411;355;363;543;360
412;362;365;545;360
413;362;366;547;358
414;361;368;548;361
415;372;364;553;358
416;379;364;560;357
417;386;364;567;354
418;404;364;578;352
419;417;360;596;351
420;449;359;609;344
421;460;356;617;386
422;466;358;628;385
423;492;358;641;343
424;504;358;641;343
425;497;359;645;343
426;508;361;646;341
427;511;362;646;341
428;510;363;648;341
429;472;364;643;340
430;467;366;640;343
431;456;365;632;347
432;459;365;625;348
433;439;368;620;348
434;437;368;609;349
435;439;368;607;353
436;429;368;611;353
437;432;368;599;353
438;426;368;596;354
439;424;368;594;357
440;425;368;593;356
441;416;368;592;358
442;418;368;592;356
443;421;369;591;356
444;421;369;590;356
445;421;369;588;356
446;421;369;589;356
447;420;370;592;356
448;422;368;594;354
449;424;367;595;354
450;429;368;598;355
451;428;369;599;355
452;428;369;603;354
453;432;369;606;354
454;432;369;605;354
455;432;369;604;354
456;431;370;601;355
457;425;369;600;355
458;421;369;596;355
459;421;370;597;358
460;425;370;596;360
461;423;369;595;356
462;417;370;594;356
463;426;366;595;357
464;420;370;592;357
465;416;369;591;357
466;415;369;590;356
467;414;369;590;356
468;412;370;587;356
469;412;369;587;356
470;411;369;586;356
471;410;368;588;356
472;410;369;586;356
473;409;368;587;356
474;410;368;583;355
475;409;367;587;355
476;412;366;588;354
477;412;366;588;354
478;413;365;589;354
479;417;365;588;354
480;412;364;586;354
481;411;364;585;353
482;414;364;585;356
483;408;364;584;356
484;408;364;584;356
485;408;365;583;357
486;407;365;583;355
487;407;365;582;355
488;406;365;581;355
489;406;365;582;355
490;409;365;584;355
491;410;365;583;354
492;407;365;584;354
493;407;366;585;353
494;412;366;585;353
495;408;366;584;353
496;416;366;586;353
497;408;366;584;353
498;412;366;583;353
499;407;366;584;354
500;407;366;585;355
501;406;366;584;355
502;405;367;583;355
503;405;366;582;355
504;404;366;582;354
505;403;366;580;355
506;401;369;583;354
507;398;371;578;361
508;392;372;566;361
509;384;373;553;364
510;379;375;551;364
511;375;374;552;365
512;372;375;545;368
513;372;374;547;385
514;381;369;552;382
515;383;369;562;356
516;384;371;567;362
517;389;371;565;361
518;392;368;570;361
519;398;368;575;361
520;396;369;577;360
521;402;368;577;358
522;398;368;578;360
523;408;368;580;360
524;400;366;580;359
525;397;363;577;356
526;393;361;573;353
527;391;361;575;354
528;391;361;573;355
529;394;364;578;357
530;396;364;579;356
531;398;364;579;358
532;397;364;579;355
533;398;363;580;354
534;403;363;584;356
535;413;363;586;357
536;417;360;590;357
537;422;363;593;356
538;419;366;598;353
539;421;361;604;351
540;411;356;598;357
541;404;353;591;354
542;404;348;587;337
543;394;342;571;332
544;398;332;537;326
545;366;328;515;326
546;362;328;547;328
547;362;327;545;327
548;385;328;544;327
549;367;336;545;334
550;370;341;552;338
551;394;350;566;357
552;388;356;568;360
553;400;357;573;354
554;400;362;587;368
555;402;364;584;359
556;422;366;584;361
557;410;368;586;360
558;423;366;588;362
559;413;370;598;362
560;417;376;596;362
561;419;376;601;361
562;428;377;601;362
563;429;377;599;363
564;427;377;599;361
565;426;377;596;362
566;425;376;595;361
567;418;376;595;361
568;417;376;594;361
569;418;376;595;361
570;423;375;595;361
571;418;376;599;361
572;418;375;597;360
573;419;376;597;360
574;423;374;596;359
575;420;374;596;360
576;425;373;596;360
577;417;374;596;359
578;417;373;596;359
579;420;373;599;358
580;422;373;597;357
581;422;373;598;357
582;421;372;599;357
583;421;373;599;357
584;423;372;597;357
585;423;372;597;357
586;423;373;596;357
587;423;372;597;357
588;422;372;595;357
589;421;372;594;357
590;421;372;593;357
591;420;371;593;357
592;419;372;592;357
593;420;372;592;357
594;421;372;594;357
595;421;372;592;357
596;421;372;593;357
597;422;371;596;357
598;423;372;597;357
599;427;373;601;356
600;430;372;603;356
601;432;372;606;355
602;432;372;608;355
603;433;371;609;354
604;441;370;610;353
605;437;370;611;353
606;435;369;615;353
607;440;370;624;353
608;442;370;619;352
609;447;370;620;353
610;446;370;619;353
611;444;369;618;353
612;441;369;615;352
613;439;369;612;352
614;440;368;609;353
615;439;369;608;353
616;428;369;608;353
617;437;370;607;354
618;436;369;607;353
619;434;370;606;353
620;434;370;607;353
621;433;370;608;353
622;433;370;607;353
623;432;369;606;353
624;432;369;603;353
625;431;368;602;353
626;430;369;602;354
627;429;370;600;354
628;428;370;600;354
629;421;369;599;354
630;420;370;597;354
631;419;370;596;354
632;423;368;596;355
633;419;368;595;354
634;419;368;595;354
635;418;368;593;354
636;413;372;592;362
637;406;374;579;362
638;400;376;574;363
639;392;374;564;364
640;387;374;560;365
641;384;375;558;365
642;382;376;558;365
643;385;375;559;365
644;383;376;568;364
645;392;372;560;353
646;393;372;567;357
647;391;372;571;359
648;393;373;571;361
649;396;373;576;361
650;401;372;576;361
651;407;372;577;361
652;400;373;577;360
653;401;372;578;361
654;406;372;580;361
655;403;372;580;358
656;406;372;579;358
657;406;370;580;358
658;404;369;580;358
659;404;369;580;357
660;403;369;581;357
661;403;369;578;360
662;400;371;575;359
663;397;371;572;369
664;368;368;539;373
665;333;368;513;373
666;312;359;496;371
667;336;304;461;367
668;279;358;448;376
669;264;358;448;377
670;248;353;426;376
671;256;348;422;363
672;247;344;440;352
673;242;308;433;341
674;241;316;422;324
675;239;302;420;318
676;256;302;464;317
677;262;302;433;313
678;257;302;433;312
679;261;302;439;312
680;285;302;446;313
681;263;308;452;316
682;275;309;457;317
683;273;320;466;326
684;292;328;444;255
685;392;261;521;348
686;456;261;534;352
687;379;357;550;354
688;380;358;564;355
689;393;361;574;349
690;417;364;587;353
691;416;365;597;353
692;432;368;600;355
693;439;369;604;356
694;441;366;599;354
695;428;365;594;353
696;417;361;588;353
697;399;358;572;352
698;389;356;562;355
699;369;352;549;354
700;359;341;533;353
701;340;344;485;347
702;304;333;455;332
703;277;324;441;326
704;265;318;455;318
705;272;315;448;316
706;270;312;445;314
707;261;311;433;313
708;259;306;430;309
709;259;303;433;309
710;259;304;425;309
711;251;305;417;315
712;240;313;431;324
713;245;319;433;337
714;245;332;432;349
715;252;349;421;363
716;248;353;425;370
717;264;358;441;372
718;273;359;456;371
719;288;360;456;369
720;314;360;489;368
721;332;359;518;369
722;357;359;545;313
723;401;372;569;369
724;401;366;582;359
725;400;369;582;360
726;403;369;581;361
727;407;369;579;361
728;404;369;579;361
729;404;369;579;361
730;405;370;580;360
731;404;372;580;360
732;403;370;579;360
733;404;370;581;361
734;403;369;577;360
735;400;369;576;361
736;397;369;576;360
737;397;370;573;360
738;392;370;571;360
739;391;373;570;360
740;391;369;561;358
741;392;370;558;356
742;385;374;566;361
743;384;375;560;365
744;381;376;561;365
745;382;376;558;365
746;385;375;561;365
747;389;375;565;364
748;399;374;573;362
749;406;376;578;360
750;413;374;589;358
751;421;373;599;353
752;420;367;595;354
753;420;367;594;353
754;420;366;595;357
755;423;369;595;357
756;422;366;597;357
757;422;366;598;355
758;423;366;600;354
759;428;366;601;354
760;430;368;602;354
761;431;368;604;353
762;432;368;605;353
763;435;368;608;353
764;434;368;609;353
765;432;369;608;353
766;433;369;608;353
767;435;369;608;352
768;433;369;608;353
769;434;369;608;353
770;437;369;608;353
771;440;369;610;352
772;440;368;609;352
773;442;369;612;351
774;447;369;616;351
775;445;369;619;352
776;448;369;622;352
777;449;369;623;352
778;445;368;620;352
779;442;366;616;353
780;434;368;614;353
781;438;367;609;354
782;432;369;609;353
783;434;370;608;354
784;431;371;608;355
785;430;371;606;355
786;430;371;605;355
787;429;371;599;355
788;424;371;596;356
789;423;371;596;356
790;421;371;593;357
791;421;371;596;358
792;419;372;593;358
793;420;371;593;357
794;420;371;592;357
795;419;372;593;357
796;417;372;595;357
797;416;372;595;357
798;422;372;598;357
799;421;372;598;357
800;424;372;600;356
801;424;371;601;356
802;423;372;601;356
803;426;372;601;357
804;423;373;601;357
805;422;372;598;358
806;422;373;599;358
807;425;373;597;358
808;422;374;596;359
809;422;374;596;359
810;425;374;597;369
811;425;374;598;369
812;424;373;596;359
813;418;376;600;360
814;422;375;599;360
815;423;374;597;364
816;422;374;599;363
817;423;375;595;361
818;423;375;596;361
819;422;376;595;361
820;424;377;595;360
821;424;377;596;362
822;424;377;596;361
823;425;377;599;362
824;429;376;596;362
825;424;376;597;362
826;424;376;599;361
827;421;375;596;361
828;421;374;599;358
829;419;372;587;358
830;407;370;582;360
831;416;368;587;359
832;413;366;585;357
833;400;361;569;355
834;391;356;568;349
835;388;356;569;349
836;401;344;563;341
837;365;336;557;337
838;362;328;545;328
839;357;328;545;327
840;360;328;544;326
841;366;328;551;326
842;373;329;557;324
843;384;341;567;333
844;406;352;585;339
845;405;352;585;340
846;424;366;595;345
847;425;364;601;351
848;422;364;600;353
849;421;363;597;353
850;418;364;592;353
851;407;364;592;353
852;403;362;588;355
853;398;361;581;353
854;400;363;584;354
855;398;360;584;354
856;396;363;582;355
857;395;363;576;356
858;390;361;570;354
859;392;360;570;354
860;392;359;570;354
861;396;363;574;357
862;400;366;579;357
863;400;368;582;358
864;405;368;578;358
865;397;369;577;358
866;396;369;577;358
867;401;369;578;358
868;390;370;570;360
869;387;369;569;361
870;388;369;565;359
871;381;371;554;354
872;381;371;549;353
873;372;375;546;369
874;370;376;546;366
875;374;376;545;366
876;381;375;549;365
877;383;374;552;364
878;392;372;565;361
879;398;369;578;363
880;401;369;584;362
881;404;367;581;356
882;405;365;582;356
883;409;365;586;356
884;406;365;586;355
885;406;365;583;355
886;406;366;583;354
887;406;367;586;354
888;407;366;586;354
889;407;367;584;354
890;408;366;586;353
891;408;366;585;353
892;407;367;585;353
893;407;366;584;353
894;405;366;583;353
895;411;365;583;353
896;411;364;580;354
897;411;365;582;354
898;410;364;579;354
899;411;363;591;354
900;407;363;581;355
901;408;363;581;354
902;406;364;585;354
903;408;364;584;355
904;408;364;585;356
905;408;364;583;356
906;412;364;587;354
907;412;365;584;354
908;412;365;587;355
909;412;366;587;354
910;415;366;586;354
911;414;368;587;355
912;412;366;585;355
913;416;366;585;356
914;413;367;585;356
915;416;368;588;356
916;417;368;589;359
917;417;368;590;356
918;418;368;587;356
919;419;368;589;356
920;420;368;593;356
921;417;368;595;358
922;426;368;594;355
923;418;368;595;355
924;417;368;594;355
925;418;369;594;356
926;423;368;595;359
927;420;368;596;356
928;421;369;598;357
929;424;369;601;355
930;431;369;601;355
931;435;368;605;354
932;436;369;604;354
933;428;369;608;354
934;429;369;603;354
935;430;369;600;354
936;426;368;598;355
937;423;367;595;355
938;421;368;594;355
939;422;368;595;357
940;421;369;591;356
941;420;369;591;356
942;421;369;591;356
943;421;369;595;356
944;419;368;592;356
945;419;368;596;356
946;421;368;598;355
947;423;368;595;355
948;425;368;595;355
949;430;368;605;353
950;433;367;607;353
951;432;367;613;352
952;437;367;613;351
953;440;368;616;351
954;449;367;625;349
955;456;362;628;349
956;462;361;640;344
957;490;363;636;344
958;495;363;648;342
959;494;362;648;343
960;494;362;648;342
961;490;361;646;340
962;487;359;644;340
963;481;361;641;339
964;479;360;630;340
965;467;360;605;343
966;455;360;593;348
967;422;360;595;350
968;408;361;579;355
969;386;360;567;358
970;379;361;560;358
971;373;365;548;358
972;361;368;546;359
973;364;368;545;361
974;362;368;547;360
975;363;363;549;357
976;364;363;545;356
977;368;363;548;357
978;362;363;551;357
979;378;362;563;355
980;384;363;567;355
981;390;365;571;352
982;399;366;579;348
983;404;365;584;346
984;421;367;593;350
985;421;369;600;355
986;420;368;597;351
987;421;368;597;352
988;421;368;598;353
989;428;367;600;347
990;432;367;602;352
991;438;366;611;349
992;443;365;611;349
993;444;364;623;343
994;462;363;636;357
995;476;361;644;360
996;503;361;649;335
997;501;359;654;334
998;505;360;655;333
999;500;358;654;336
1000;516;360;651;336
1001;500;359;651;337
1002;502;360;641;340
1003;473;360;625;373
1004;449;364;613;347
1005;434;368;610;348
1006;436;367;610;348
1007;422;366;599;354
1008;419;368;598;354
1009;419;367;599;353
1010;416;367;600;353
1011;416;367;600;352
1012;418;367;600;353
1013;418;367;601;353
1014;418;366;592;352
1015;417;367;591;353
1016;417;367;601;352
1017;415;367;592;353
1018;416;367;590;353
1019;416;367;591;353
1020;416;368;593;353
1021;425;368;593;353
1022;417;369;592;353
1023;418;369;594;354
1024;420;369;595;354
1025;419;369;595;353
1026;419;369;595;353
1027;416;368;593;353
1028;416;368;593;353
1029;421;369;591;354
1030;413;369;591;355
1031;413;369;590;355
1032;414;369;597;354
1033;420;369;593;353
1034;430;368;594;353
1035;435;367;599;352
1036;438;367;605;353
1037;433;367;613;349
1038;439;366;611;348
1039;460;365;632;344
1040;465;367;638;342
1041;477;362;648;340
1042;488;361;656;344
1043;496;360;652;344
1044;513;356;665;302
1045;547;356;654;306
1046;541;353;680;298
1047;220;296;546;353
1048;220;302;547;352
1049;220;296;548;351
1050;546;351;689;295
1051;544;352;689;322
1052;539;352;681;320
1053;534;352;677;322
1054;521;353;664;328
1055;518;357;641;340
1056;502;360;611;337
1057;469;358;609;287
1058;467;361;579;287
1059;420;367;569;287
1060;411;365;580;355
1061;403;368;582;356
1062;402;368;582;359
1063;402;368;581;359
1064;401;365;580;359
1065;403;367;580;359
1066;403;368;580;356
1067;402;367;581;358
1068;403;368;581;359
1069;404;367;582;358
1070;404;368;583;358
1071;404;368;583;358
1072;404;368;583;358
1073;404;367;581;358
1074;406;367;581;358
1075;402;367;580;356
1076;405;366;579;356
1077;406;366;580;356
1078;402;365;580;356
1079;402;365;581;356
1080;404;365;582;355
1081;408;364;582;354
1082;401;365;581;356
1083;400;365;581;357
1084;400;365;580;357
1085;405;364;580;356
1086;400;364;581;354
1087;400;364;581;354
1088;403;365;581;354
1089;404;365;581;355
1090;404;365;582;355
1091;405;365;582;355
1092;406;365;582;354
1093;406;364;583;353
1094;408;365;583;354
1095;410;364;583;354
1096;411;365;586;353
1097;412;364;585;354
1098;412;364;588;354
1099;411;364;590;353
1100;418;364;596;352
1101;416;364;593;352
1102;416;363;593;352
1103;413;364;593;353
1104;414;364;593;352
1105;413;364;592;354
1106;413;365;593;352
1107;412;364;591;356
1108;411;364;590;355
1109;413;364;589;353
1110;410;364;589;353
1111;412;364;588;352
1112;411;364;587;353
1113;409;364;595;353
1114;418;364;593;352
1115;409;364;592;352
1116;407;365;589;352
1117;409;364;588;353
1118;418;364;593;353
1119;411;363;593;352
1120;411;363;590;352
1121;409;364;589;353
1122;410;366;588;355
1123;409;366;589;355
1124;405;367;587;358
1125;405;366;585;356
1126;404;366;583;358
1127;411;366;582;358
1128;409;365;583;356
1129;401;365;580;355
1130;403;364;580;356
1131;401;365;581;356
1132;402;365;581;357
1133;403;365;581;356
1134;403;365;581;357
1135;406;365;581;357
1136;406;365;580;357
1137;403;365;580;357
1138;402;365;580;357
1139;402;366;581;357
1140;400;366;579;355
1141;408;366;578;355
1142;399;366;578;357
1143;406;365;578;358
1144;405;365;578;358
1145;398;365;578;354
1146;398;365;577;356
1147;398;364;578;355
1148;398;364;579;355
1149;398;364;579;356
1150;399;364;579;356
1151;400;364;580;355
1152;400;364;580;357
1153;396;364;580;357
1154;396;364;580;357
1155;400;363;580;357
1156;400;364;580;357
1157;399;364;579;356
1158;399;364;578;355
1159;399;364;578;356
1160;399;364;577;357
1161;395;365;579;357
1162;397;364;577;356
1163;397;364;578;358
1164;396;364;578;357
1165;395;364;577;358
1166;395;364;578;357
1167;395;364;577;355
1168;395;365;576;357
1169;393;365;576;357
1170;390;365;573;356
1171;389;365;571;356
1172;389;365;571;356
1173;387;366;579;357
1174;385;365;579;357
1175;388;365;567;358
1176;387;365;568;358
1177;387;364;568;358
1178;389;365;569;356
1179;392;364;571;356
1180;391;364;571;356
1181;391;364;571;356
1182;391;364;571;356
1183;390;365;570;356
1184;389;364;583;356
1185;390;364;572;356
1186;388;364;570;356
1187;388;364;570;356
1188;388;365;569;357
1189;388;365;570;356
1190;391;365;572;356
1191;389;365;573;356
1192;391;364;573;356
1193;390;365;577;357
1194;392;364;577;356
1195;389;364;574;357
1196;388;365;571;358
1197;384;365;572;359
1198;382;365;568;360
1199;380;365;576;359
1200;377;365;562;360
1201;378;364;572;360
1202;376;365;571;361
1203;375;366;554;361
1204;376;366;553;361
1205;376;365;552;361
1206;374;366;552;362
1207;374;366;551;362
1208;374;366;555;361
1209;372;365;555;361
1210;370;364;554;361
1211;369;364;554;361
1212;369;364;551;361
1213;368;362;551;361
1214;368;362;551;360
1215;368;363;551;359
1216;367;364;553;359
1217;366;362;551;358
1218;363;361;550;358
1219;359;361;545;360
1220;354;361;539;358
1221;350;363;503;355
1222;345;365;496;354
1223;336;362;522;361
1224;329;360;526;360
1225;324;360;514;358
1226;320;359;510;359
1227;319;360;508;359
1228;315;359;508;359
1229;316;359;506;359
1230;316;359;504;359
1231;313;359;502;359
1232;311;359;500;359
1233;308;358;500;359
1234;306;358;497;359
1235;305;358;497;359
1236;301;357;495;359
1237;301;358;495;359
1238;300;357;494;360
1239;300;358;492;360
1240;299;357;492;361
1241;299;357;493;360
1242;299;357;494;361
1243;305;358;494;360
1244;305;358;494;360
1245;303;358;494;360
1246;298;357;490;359
1247;298;357;489;360
1248;297;357;485;365
1249;298;357;487;361
1250;297;356;486;360
1251;294;357;484;361
1252;293;357;484;361
1253;292;357;483;360
1254;292;357;481;363
1255;292;357;480;363
1256;292;358;483;362
1257;294;358;484;363
1258;297;358;485;357
1259;300;358;487;356
1260;301;358;489;360
1261;301;360;490;360
1262;304;358;493;361
1263;304;360;496;361
1264;306;360;498;366
1265;310;360;500;361
1266;317;362;506;361
1267;318;360;506;362
1268;319;360;511;361
1269;321;360;514;362
1270;323;360;514;370
1271;328;361;503;370
1272;328;363;504;371
1273;321;370;520;371
1274;322;359;516;371
1275;322;360;519;371
1276;321;366;515;371
1277;321;362;515;371
1278;324;365;518;371
1279;324;366;518;371
1280;325;365;518;371
1281;321;365;518;370
1282;324;365;518;369
1283;323;365;518;369
1284;321;364;517;371
1285;324;365;515;369
1286;326;365;515;371
1287;326;365;515;357
1288;323;364;516;360
1289;322;363;514;358
1290;322;361;513;358
1291;322;365;512;362
1292;320;365;510;362
1293;320;365;509;356
1294;320;364;513;361
1295;313;363;513;359
1296;312;363;511;361
1297;312;364;510;357
1298;320;363;509;361
1299;310;363;506;370
1300;317;363;505;366
1301;312;363;505;361
1302;315;363;504;370
1303;315;363;503;362
1304;315;363;503;362
1305;309;363;503;361
1306;310;361;504;363
1307;306;362;503;363
1308;309;364;502;364
1309;307;363;502;364
1310;303;363;500;369
1311;312;363;499;365
1312;307;361;496;365
1313;308;362;496;369
1314;308;364;496;366
1315;303;364;489;366
1316;300;364;489;366
1317;296;364;487;367
1318;295;362;483;367
1319;292;362;481;367
1320;292;361;482;367
1321;301;360;487;364
1322;298;360;490;365
1323;301;360;493;364
1324;312;359;501;364
1325;316;359;505;363
1326;320;360;509;361
1327;325;360;514;363
1328;329;361;516;364
1329;343;360;498;360
1330;352;360;504;361
1331;360;364;516;362
1332;367;366;530;363
1333;395;368;573;360
1334;401;371;581;360
1335;407;371;584;360
1336;410;371;591;360
1337;415;370;594;359
1338;416;372;594;360
1339;418;372;599;359
1340;425;374;601;358
1341;426;374;602;358
1342;432;374;605;372
1343;432;374;605;372
1344;436;374;612;357
1345;438;373;613;361
1346;438;374;613;361
1347;438;373;614;360
1348;438;373;614;360
1349;436;370;615;360
1350;435;370;615;359
1351;444;370;617;358
1352;436;370;616;359
1353;436;370;617;358
1354;441;369;617;358
1355;440;368;617;358
1356;436;368;617;357
1357;436;368;617;358
1358;441;369;617;360
1359;440;370;617;358
