Frame;leftX;leftY;Area
163;341;448;191
164;344;447;201
165;341;425;221
166;343;447;247
167;337;443;262
168;352;430;290
169;365;420;261
170;342;423;252
171;372;427;205
172;366;421;238
173;342;432;243
174;341;430;240
175;339;432;203
176;339;427;232
177;338;431;231
178;339;433;231
179;338;432;223
180;338;425;231
181;337;424;225
182;337;433;222
183;338;433;215
184;338;433;224
185;339;434;197
186;338;432;219
187;337;432;224
188;337;431;218
189;363;430;179
190;358;431;166
191;335;426;216
192;335;431;222
193;334;423;214
194;335;426;218
195;334;429;222
196;333;431;228
197;357;432;196
198;333;431;222
199;333;427;232
200;335;431;235
201;334;430;238
202;334;429;238
203;334;432;234
204;335;423;232
205;357;423;243
206;335;424;243
207;334;432;238
208;333;431;241
209;334;425;238
210;334;432;277
211;336;432;203
212;336;432;0
213;336;432;0
214;337;430;125
215;338;440;255
216;333;442;250
217;333;449;248
218;362;451;213
219;346;449;229
220;337;449;250
221;345;450;250
222;337;449;241
223;337;449;225
224;347;449;223
225;334;448;223
226;342;426;218
227;340;448;223
228;331;449;216
229;341;427;211
230;329;448;220
231;336;426;222
232;336;426;219
233;348;446;184
234;336;426;223
235;332;447;187
236;334;447;182
237;321;446;234
238;346;446;188
239;321;446;221
240;333;446;181
241;333;425;218
242;334;447;183
243;334;446;185
244;323;446;217
245;334;447;181
246;345;446;182
247;334;424;216
248;324;427;251
249;325;423;251
250;325;431;219
251;325;421;221
252;325;429;226
253;325;432;214
254;325;431;213
255;324;430;217
256;324;428;205
257;347;432;164
258;324;430;202
259;324;432;214
260;324;432;208
261;324;430;208
262;323;432;211
263;323;421;219
264;323;431;215
265;322;427;214
266;322;430;214
267;348;431;172
268;322;432;230
269;307;422;226
270;322;436;32
271;322;436;0
272;322;436;0
273;322;436;0
274;344;424;0
275;320;433;218
276;320;437;219
277;320;441;225
278;320;440;233
279;320;441;227
280;320;443;224
281;331;446;224
282;320;446;215
283;330;446;216
284;328;425;211
285;330;425;211
286;330;425;205
287;333;446;162
288;326;447;199
289;334;446;203
290;329;448;208
291;329;447;212
292;329;447;214
293;340;448;171
294;342;447;176
295;333;447;219
296;333;447;176
297;335;446;222
298;334;447;179
299;342;447;182
300;340;447;179
301;340;447;176
302;328;447;186
303;350;426;256
304;325;434;223
305;323;433;232
306;322;433;218
307;321;433;216
308;320;433;217
309;319;431;221
310;320;430;211
311;318;433;212
312;318;433;224
313;318;430;216
314;318;432;214
315;317;429;218
316;317;432;215
317;317;432;217
318;341;431;186
319;318;432;223
320;318;432;229
321;319;433;227
322;319;431;230
323;320;433;231
324;320;431;232
325;320;432;229
326;320;432;227
327;320;431;228
328;321;429;227
329;320;431;228
330;325;424;0
331;325;424;0
332;325;424;0
333;351;425;0
334;351;425;181
335;322;432;242
336;329;440;228
337;328;440;232
338;329;445;230
339;330;445;228
340;341;442;224
341;343;445;223
342;332;445;217
343;331;446;211
344;339;446;202
345;332;446;194
346;328;429;196
347;326;430;195
348;326;429;187
349;327;429;189
350;348;427;183
351;325;430;186
352;325;430;187
353;324;430;185
354;324;430;189
355;346;449;180
356;323;430;182
357;323;430;176
358;325;430;206
359;330;445;129
360;336;445;129
361;337;445;120
362;337;445;125
363;352;446;51
364;337;445;121
365;338;444;119
366;337;444;114
367;336;444;113
368;330;443;190
369;330;422;177
370;329;430;183
371;329;433;168
372;329;433;173
373;329;432;171
374;329;432;176
375;330;428;172
376;330;422;170
377;331;432;176
378;332;433;176
379;332;433;176
380;332;432;179
381;332;432;175
382;331;431;181
383;331;430;182
384;331;423;185
385;333;432;184
386;331;432;184
387;331;433;191
388;331;433;190
389;332;430;194
390;331;432;193
391;331;432;197
392;331;428;199
393;331;428;200
394;331;432;197
395;332;433;198
396;331;433;200
397;331;433;206
398;330;432;209
399;331;431;211
400;330;429;205
401;329;429;208
402;354;433;207
403;330;432;205
404;330;433;207
405;330;431;210
406;329;429;212
407;330;430;213
408;353;420;215
409;329;433;215
410;328;430;214
411;329;431;217
412;328;430;215
413;328;430;225
414;328;429;219
415;353;442;225
416;353;442;0
417;353;442;0
418;353;442;99
419;354;446;218
420;331;436;225
421;345;445;227
422;334;445;233
423;335;445;227
424;335;445;229
425;358;446;194
426;335;442;222
427;334;444;219
428;345;444;215
429;335;444;216
430;345;445;215
431;335;445;216
432;346;445;215
433;335;446;178
434;336;446;221
435;347;446;176
436;348;446;183
437;361;446;191
438;350;446;188
439;338;446;229
440;351;446;187
441;338;447;190
442;338;447;247
443;361;474;69
444;358;434;179
445;358;433;182
446;332;432;231
447;331;434;230
448;330;432;226
449;328;432;224
450;329;432;221
451;326;431;226
452;325;431;226
453;352;422;219
454;324;430;223
455;325;431;219
456;323;431;229
457;323;430;227
458;324;431;227
459;322;431;225
460;322;430;227
461;321;431;236
462;321;433;241
463;321;433;233
464;321;432;227
465;347;430;204
466;321;430;229
467;321;431;233
468;322;432;229
469;322;430;229
470;322;430;232
471;325;428;258
472;325;428;0
473;347;455;0
474;354;427;0
475;357;427;0
476;339;447;222
477;339;423;229
478;339;440;224
479;327;445;227
480;340;445;232
481;342;446;231
482;343;446;227
483;345;446;230
484;346;447;225
485;347;446;219
486;345;447;209
487;338;447;211
488;347;447;212
489;340;447;206
490;342;447;202
491;340;433;224
492;341;436;217
493;340;423;215
494;340;424;217
495;340;423;221
496;338;424;217
497;338;431;225
498;338;432;215
499;337;431;213
500;336;435;222
501;335;435;217
502;334;432;222
503;334;432;218
504;335;432;219
505;335;432;225
506;335;433;224
507;336;432;226
508;336;434;227
509;336;431;223
510;359;434;220
511;361;434;222
512;336;431;220
513;359;431;179
514;362;431;187
515;336;431;231
516;360;432;228
517;336;431;230
518;337;430;231
519;336;431;229
520;360;431;190
521;361;433;231
522;337;431;236
523;336;431;237
524;336;431;235
525;336;429;235
526;337;422;238
527;336;433;239
528;360;441;237
529;337;433;239
530;336;431;243
531;336;431;258
532;336;431;0
533;336;431;0
534;336;431;47
535;336;431;172
536;359;425;232
537;359;440;187
538;348;422;242
539;348;446;192
540;347;446;245
541;339;445;245
542;339;445;244
543;362;446;195
544;351;422;224
545;352;444;223
546;351;445;221
547;342;424;211
548;353;423;217
549;349;420;261
550;340;431;241
551;338;432;227
552;337;429;214
553;335;429;216
554;334;431;220
555;333;427;214
556;332;431;210
557;330;432;208
558;331;432;215
559;330;432;208
560;329;430;219
561;328;430;222
562;328;430;211
563;327;430;211
564;327;429;214
565;354;428;182
566;328;430;221
567;328;429;223
568;329;430;228
569;329;430;224
570;330;428;230
571;330;428;0
572;330;428;0
573;330;428;0
574;330;428;0
575;330;428;127
576;330;428;180
577;330;437;228
578;354;437;230
579;330;439;232
580;354;439;232
581;342;437;232
582;330;437;233
583;340;437;237
584;329;437;230
585;340;439;222
586;327;440;220
587;327;442;222
588;335;423;216
589;335;423;213
590;334;444;216
591;325;445;220
592;332;445;212
593;333;445;213
594;323;445;212
595;330;446;173
596;322;446;206
597;323;446;205
598;330;446;159
599;331;426;201
600;323;447;201
601;323;447;200
602;328;428;201
603;322;447;203
604;320;446;215
605;319;426;250
606;319;423;204
607;319;433;200
608;319;430;206
609;319;435;199
610;319;431;205
611;343;424;198
612;318;432;197
613;319;434;199
614;344;433;165
615;320;434;203
616;321;434;202
617;322;433;198
618;322;430;194
619;323;431;199
620;323;430;203
621;323;431;201
622;323;432;209
623;323;429;211
624;324;424;206
625;347;432;171
626;313;433;221
627;324;424;211
628;323;425;213
629;324;425;216
630;325;428;0
631;325;428;0
632;325;428;0
633;353;429;0
634;353;429;0
635;353;429;21
636;322;414;0
637;349;428;228
638;327;439;225
639;349;440;225
640;349;441;225
641;327;442;223
642;338;442;224
643;338;438;222
644;337;442;210
645;337;425;213
646;337;425;205
647;334;446;198
648;329;446;192
649;330;446;185
650;336;428;187
651;350;447;155
652;329;446;185
653;336;447;186
654;330;428;186
655;329;446;187
656;336;429;192
657;329;446;193
658;336;426;199
659;330;429;191
660;350;447;162
661;337;448;204
662;329;448;203
663;334;448;204
664;326;447;200
665;327;448;205
666;328;447;203
667;336;447;204
668;332;449;212
669;333;449;199
670;334;450;201
671;340;429;250
672;331;427;221
673;328;434;208
674;327;434;208
675;325;435;205
676;323;434;205
677;321;432;210
678;317;425;199
679;316;432;204
680;341;427;194
681;341;431;156
682;341;429;201
683;340;425;200
684;316;426;199
685;316;425;203
686;316;426;197
687;316;426;196
688;317;426;201
689;318;431;198
690;318;426;206
691;319;426;212
692;319;425;209
693;320;425;208
694;321;424;207
695;345;425;206
696;332;425;203
697;322;425;207
698;349;426;211
699;322;426;204
700;322;426;207
701;323;426;209
702;323;425;210
703;323;426;210
704;320;426;211
705;321;425;210
706;322;425;214
707;325;425;213
708;351;423;207
709;325;424;207
710;324;424;217
711;351;445;227
712;351;445;45
713;351;445;0
714;351;445;0
715;351;445;0
716;351;445;44
717;351;445;70
718;330;436;202
719;331;438;196
720;331;442;200
721;341;442;200
722;330;439;197
723;354;442;202
724;331;438;198
725;333;439;198
726;333;439;187
727;355;439;184
728;353;442;181
729;353;442;179
730;342;425;182
731;339;437;187
732;353;446;180
733;354;445;133
734;340;443;186
735;342;445;187
736;341;427;192
737;335;445;184
738;341;427;190
739;334;446;187
740;332;445;188
741;338;446;192
742;339;446;150
743;339;426;184
744;332;446;188
745;329;446;183
746;339;425;183
747;331;446;180
748;339;427;183
749;338;426;188
750;337;425;184
751;329;446;186
752;335;446;135
753;334;427;183
754;328;446;186
755;333;446;146
756;333;446;180
757;326;446;182
758;324;424;210
759;324;435;189
760;324;424;192
761;323;435;194
762;323;434;189
763;323;432;197
764;322;433;192
765;322;433;203
766;321;433;196
767;345;431;154
768;319;433;195
769;317;432;195
770;317;429;197
771;315;432;196
772;315;429;200
773;315;422;199
774;314;432;206
775;315;430;208
776;315;423;198
777;340;429;200
778;341;428;204
779;341;423;203
780;318;432;231
781;312;433;253
782;312;433;202
783;330;434;203
784;318;436;213
785;317;438;212
786;317;438;212
787;317;442;210
788;326;440;214
789;316;441;211
790;316;441;209
791;316;445;208
792;309;445;207
793;309;445;202
794;321;445;203
795;315;445;189
796;315;445;209
797;316;445;206
798;316;446;213
799;316;445;212
800;318;446;216
801;328;446;219
802;319;446;215
803;327;446;219
804;331;446;218
805;331;424;219
806;341;446;176
807;328;446;224
808;329;424;226
809;317;427;247
810;316;430;240
811;316;422;225
812;341;422;221
813;342;421;218
814;319;422;219
815;318;423;208
816;320;424;216
817;322;423;201
818;323;423;197
819;347;421;192
820;324;422;194
821;323;427;188
822;324;423;186
823;323;426;199
824;348;423;197
825;349;423;200
826;322;422;199
827;345;421;197
828;323;421;204
829;323;422;199
830;323;422;197
831;323;421;202
832;324;421;203
833;324;421;199
834;325;421;207
835;326;422;194
836;325;422;198
837;326;423;201
838;348;440;199
839;326;423;203
840;349;440;199
841;326;423;205
842;349;440;199
843;326;422;198
844;325;423;206
845;325;423;212
846;325;424;194
847;348;441;184
848;325;423;191
849;325;423;0
850;325;423;0
851;325;423;0
852;325;423;0
853;325;423;0
854;325;423;120
855;325;423;173
856;325;423;181
857;325;423;189
858;325;423;184
859;325;423;185
860;311;435;186
861;323;434;185
862;350;435;178
863;350;436;180
864;350;437;173
865;328;436;175
866;330;438;176
867;328;440;176
868;331;442;166
869;352;449;133
870;332;449;172
871;332;451;178
872;334;452;176
873;332;454;193
874;357;456;143
875;332;456;184
876;334;455;183
877;326;456;186
878;332;457;193
879;332;457;192
880;351;455;159
881;329;452;204
882;329;451;198
883;335;431;193
884;336;431;198
885;327;451;198
886;338;427;204
887;328;449;199
888;329;449;202
889;338;427;197
890;329;448;206
891;330;448;204
892;331;448;202
893;330;448;201
894;331;448;207
895;331;448;209
896;330;448;210
897;330;448;209
898;330;448;212
899;329;448;219
900;329;448;222
901;329;448;226
902;328;448;230
903;330;448;237
904;331;449;231
905;341;429;234
906;353;450;199
907;341;449;191
908;329;449;237
909;330;449;196
910;320;450;206
911;340;450;200
912;355;450;211
913;339;428;246
914;342;427;246
915;356;450;209
916;331;450;195
917;331;450;245
918;341;427;248
919;322;450;214
920;342;429;246
921;356;451;210
922;340;427;246
923;341;427;251
924;320;451;216
925;329;451;209
926;328;451;248
927;328;449;218
928;327;425;281
929;328;440;250
930;327;439;252
931;353;440;248
932;328;439;249
933;328;438;252
934;329;438;245
935;331;437;246
936;332;439;251
937;331;425;261
938;332;437;249
939;333;435;241
940;332;424;244
941;333;423;243
942;332;435;240
943;333;436;247
944;331;433;243
945;331;435;245
946;332;421;248
947;332;423;252
948;332;423;0
949;332;423;0
950;360;431;0
951;360;431;216
952;346;440;242
953;332;430;242
954;330;445;251
955;354;446;243
956;329;448;266
957;351;453;224
958;334;432;251
959;342;433;268
960;317;452;248
961;316;450;247
962;337;450;192
963;314;449;222
964;321;450;233
965;321;450;187
966;307;451;239
967;307;451;236
968;302;435;212
969;302;435;214
970;296;454;249
971;295;454;247
972;295;453;239
973;295;453;246
974;303;447;244
975;293;438;215
976;293;458;255
977;294;442;219
978;318;442;253
979;321;435;252
980;301;437;223
981;312;437;245
982;297;459;240
983;301;459;246
984;298;461;245
985;322;440;244
986;294;461;253
987;293;461;247
988;317;440;240
989;292;459;261
990;295;438;225
991;296;458;247
992;296;458;255
993;296;436;224
994;296;436;223
995;296;436;226
996;294;435;229
997;295;454;267
998;295;454;282
999;302;454;285
1000;304;434;244
